tecnica;mean_absolute_error;mean_squared_error;mean_squared_log_error;median_absolute_error;identificador_aleatorio;tipo_split;normalizador;redutor_dimensionalidade;pipeline;parametros;random_state_split;random_state_random_search;cross_validation_random_search;best_estimator;best_params
KNeighborsRegressor;50.77087965881178;5765.960964543164;0.031197319040631537;35.80845048955166;1342589;train_test_split 30%;standard_scaler;FastICA;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('KNeighborsRegressor', KNeighborsRegressor(algorithm='auto', leaf_size=30, metric='minkowski',
                    metric_params=None, n_jobs=None, n_neighbors=5, p=2,
                    weights='uniform'))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'KNeighborsRegressor__n_neighbors': [3, 5, 7, 9], 'KNeighborsRegressor__weights': ('uniform', 'distance'), 'KNeighborsRegressor__algorithm': ('auto', 'ball_tree', 'kd_tree', 'brute'), 'KNeighborsRegressor__p': [1, 2]};35;1;8;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=True, with_std=False)),
                ('FastICA',
                 FastICA(algorithm='deflation', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=7, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('KNeighborsRegressor',
                 KNeighborsRegressor(algorithm='auto', leaf_size=30,
                                     metric='minkowski', metric_params=None,
                                     n_jobs=None, n_neighbors=7, p=1,
                                     weights='distance'))],
         verbose=False)";{'standard_scaler__with_std': False, 'standard_scaler__with_mean': True, 'KNeighborsRegressor__weights': 'distance', 'KNeighborsRegressor__p': 1, 'KNeighborsRegressor__n_neighbors': 7, 'KNeighborsRegressor__algorithm': 'auto', 'FastICA__whiten': True, 'FastICA__n_components': 7, 'FastICA__algorithm': 'deflation'}
ExtraTreeRegressor;62.0472930322894;8667.124068948773;0.04379288344852243;39.599999999999966;3889261;train_test_split 30%;standard_scaler;FastICA;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('ExtraTreeRegressor', ExtraTreeRegressor(ccp_alpha=0.0, criterion='mse', max_depth=None,
                   max_features='auto', max_leaf_nodes=None,
                   min_impurity_decrease=0.0, min_impurity_split=None,
                   min_samples_leaf=1, min_samples_split=2,
                   min_weight_fraction_leaf=0.0, random_state=None,
                   splitter='random'))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'ExtraTreeRegressor__criterion': ('mse', 'mae'), 'ExtraTreeRegressor__max_features': ('auto', 'sqrt', 'log2')};35;4;5;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=False, with_std=False)),
                ('FastICA',
                 FastICA(algorithm='deflation', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=11, random_state=None,
                         tol=0.0001, w_init=None, whiten=False)),
                ('ExtraTreeRegressor',
                 ExtraTreeRegressor(ccp_alpha=0.0, criterion='mae',
                                    max_depth=None, max_features='auto',
                                    max_leaf_nodes=None,
                                    min_impurity_decrease=0.0,
                                    min_impurity_split=None, min_samples_leaf=1,
                                    min_samples_split=2,
                                    min_weight_fraction_leaf=0.0,
                                    random_state=None, splitter='random'))],
         verbose=False)";{'standard_scaler__with_std': False, 'standard_scaler__with_mean': False, 'FastICA__whiten': False, 'FastICA__n_components': 11, 'FastICA__algorithm': 'deflation', 'ExtraTreeRegressor__max_features': 'auto', 'ExtraTreeRegressor__criterion': 'mae'}
RandomForestRegressor;47.94709881039086;4960.453455628389;0.037428842095661885;33.503333333333266;2719732;train_test_split 20%;min_max_scaler;FastICA;"[('min_max_scaler', MinMaxScaler(copy=True, feature_range=(0, 1))), ('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('RandomForestRegressor', RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=None, oob_score=False,
                      random_state=None, verbose=0, warm_start=False))]";{'min_max_scaler__feature_range': [(0, 1), (1, 10), (1, 100)], 'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'RandomForestRegressor__n_estimators': [5, 10, 15], 'RandomForestRegressor__criterion': ('mse', 'mae'), 'RandomForestRegressor__max_features': ('auto', 'sqrt', 'log2'), 'RandomForestRegressor__bootstrap': [True, False], 'RandomForestRegressor__warm_start': [True, False]};27;14;8;"Pipeline(memory=None,
         steps=[('min_max_scaler',
                 MinMaxScaler(copy=True, feature_range=(1, 100))),
                ('FastICA',
                 FastICA(algorithm='parallel', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=5, random_state=None,
                         tol=0.0001, w_init=None, whiten=False)),
                ('RandomForestRegressor',
                 RandomForestRegressor(bootstrap=False, ccp_alpha=0.0,
                                       criterion='mae', max_depth=None,
                                       max_features='log2', max_leaf_nodes=None,
                                       max_samples=None,
                                       min_impurity_decrease=0.0,
                                       min_impurity_split=None,
                                       min_samples_leaf=1, min_samples_split=2,
                                       min_weight_fraction_leaf=0.0,
                                       n_estimators=15, n_jobs=None,
                                       oob_score=False, random_state=None,
                                       verbose=0, warm_start=True))],
         verbose=False)";{'min_max_scaler__feature_range': (1, 100), 'RandomForestRegressor__warm_start': True, 'RandomForestRegressor__n_estimators': 15, 'RandomForestRegressor__max_features': 'log2', 'RandomForestRegressor__criterion': 'mae', 'RandomForestRegressor__bootstrap': False, 'FastICA__whiten': False, 'FastICA__n_components': 5, 'FastICA__algorithm': 'parallel'}
ExtraTreesRegressor;48.849611556202966;5132.984783766287;0.04453175947428742;35.36333333333332;4303616;train_test_split 20%;min_max_scaler;FastICA;"[('min_max_scaler', MinMaxScaler(copy=True, feature_range=(0, 1))), ('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('ExtraTreesRegressor', ExtraTreesRegressor(bootstrap=False, ccp_alpha=0.0, criterion='mse',
                    max_depth=None, max_features='auto', max_leaf_nodes=None,
                    max_samples=None, min_impurity_decrease=0.0,
                    min_impurity_split=None, min_samples_leaf=1,
                    min_samples_split=2, min_weight_fraction_leaf=0.0,
                    n_estimators=100, n_jobs=None, oob_score=False,
                    random_state=None, verbose=0, warm_start=False))]";{'min_max_scaler__feature_range': [(0, 1), (1, 10), (1, 100)], 'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'ExtraTreesRegressor__n_estimators': [5, 10, 15], 'ExtraTreesRegressor__criterion': ('mse', 'mae'), 'ExtraTreesRegressor__max_features': ('auto', 'sqrt', 'log2'), 'ExtraTreesRegressor__bootstrap': [True, False], 'ExtraTreesRegressor__warm_start': [True, False]};27;40;5;"Pipeline(memory=None,
         steps=[('min_max_scaler',
                 MinMaxScaler(copy=True, feature_range=(1, 100))),
                ('FastICA',
                 FastICA(algorithm='parallel', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=13, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('ExtraTreesRegressor',
                 ExtraTreesRegressor(bootstrap=False, ccp_alpha=0.0,
                                     criterion='mse', max_depth=None,
                                     max_features='auto', max_leaf_nodes=None,
                                     max_samples=None,
                                     min_impurity_decrease=0.0,
                                     min_impurity_split=None,
                                     min_samples_leaf=1, min_samples_split=2,
                                     min_weight_fraction_leaf=0.0,
                                     n_estimators=15, n_jobs=None,
                                     oob_score=False, random_state=None,
                                     verbose=0, warm_start=True))],
         verbose=False)";{'min_max_scaler__feature_range': (1, 100), 'FastICA__whiten': True, 'FastICA__n_components': 13, 'FastICA__algorithm': 'parallel', 'ExtraTreesRegressor__warm_start': True, 'ExtraTreesRegressor__n_estimators': 15, 'ExtraTreesRegressor__max_features': 'auto', 'ExtraTreesRegressor__criterion': 'mse', 'ExtraTreesRegressor__bootstrap': False}
BaggingRegressor;47.632787084243745;4948.088951379786;0.04278982726102162;34.16999999999996;3829981;train_test_split 20%;min_max_scaler;FastICA;"[('min_max_scaler', MinMaxScaler(copy=True, feature_range=(0, 1))), ('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('BaggingRegressor', BaggingRegressor(base_estimator=None, bootstrap=True, bootstrap_features=False,
                 max_features=1.0, max_samples=1.0, n_estimators=10,
                 n_jobs=None, oob_score=False, random_state=None, verbose=0,
                 warm_start=False))]";{'min_max_scaler__feature_range': [(0, 1), (1, 10), (1, 100)], 'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'BaggingRegressor__n_estimators': [5, 10, 15], 'BaggingRegressor__bootstrap': [True, False], 'BaggingRegressor__warm_start': [True, False]};27;37;9;"Pipeline(memory=None,
         steps=[('min_max_scaler',
                 MinMaxScaler(copy=True, feature_range=(0, 1))),
                ('FastICA',
                 FastICA(algorithm='parallel', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=9, random_state=None,
                         tol=0.0001, w_init=None, whiten=False)),
                ('BaggingRegressor',
                 BaggingRegressor(base_estimator=None, bootstrap=True,
                                  bootstrap_features=False, max_features=1.0,
                                  max_samples=1.0, n_estimators=15, n_jobs=None,
                                  oob_score=False, random_state=None, verbose=0,
                                  warm_start=True))],
         verbose=False)";{'min_max_scaler__feature_range': (0, 1), 'FastICA__whiten': False, 'FastICA__n_components': 9, 'FastICA__algorithm': 'parallel', 'BaggingRegressor__warm_start': True, 'BaggingRegressor__n_estimators': 15, 'BaggingRegressor__bootstrap': True}
AdaBoostRegressor;90.12326584221569;10413.176460795374;5.873093561473541;103.66712378672672;1953222;train_test_split 20%;min_max_scaler;FastICA;"[('min_max_scaler', MinMaxScaler(copy=True, feature_range=(0, 1))), ('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('AdaBoostRegressor', AdaBoostRegressor(base_estimator=None, learning_rate=1.0, loss='linear',
                  n_estimators=50, random_state=None))]";{'min_max_scaler__feature_range': [(0, 1), (1, 10), (1, 100)], 'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'AdaBoostRegressor__loss': ('linear', 'square', 'exponential'), 'AdaBoostRegressor__n_estimators': [25, 50, 75]};27;8;3;"Pipeline(memory=None,
         steps=[('min_max_scaler',
                 MinMaxScaler(copy=True, feature_range=(1, 10))),
                ('FastICA',
                 FastICA(algorithm='parallel', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=None, random_state=None,
                         tol=0.0001, w_init=None, whiten=False)),
                ('AdaBoostRegressor',
                 AdaBoostRegressor(base_estimator=None, learning_rate=1.0,
                                   loss='square', n_estimators=50,
                                   random_state=None))],
         verbose=False)";{'min_max_scaler__feature_range': (1, 10), 'FastICA__whiten': False, 'FastICA__n_components': None, 'FastICA__algorithm': 'parallel', 'AdaBoostRegressor__n_estimators': 50, 'AdaBoostRegressor__loss': 'square'}
KNeighborsRegressor;49.123619810633656;5267.445376693372;0.03473668127261722;34.90000000000001;5602913;train_test_split 20%;min_max_scaler;FastICA;"[('min_max_scaler', MinMaxScaler(copy=True, feature_range=(0, 1))), ('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('KNeighborsRegressor', KNeighborsRegressor(algorithm='auto', leaf_size=30, metric='minkowski',
                    metric_params=None, n_jobs=None, n_neighbors=5, p=2,
                    weights='uniform'))]";{'min_max_scaler__feature_range': [(0, 1), (1, 10), (1, 100)], 'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'KNeighborsRegressor__n_neighbors': [3, 5, 7, 9], 'KNeighborsRegressor__weights': ('uniform', 'distance'), 'KNeighborsRegressor__algorithm': ('auto', 'ball_tree', 'kd_tree', 'brute'), 'KNeighborsRegressor__p': [1, 2]};27;12;5;"Pipeline(memory=None,
         steps=[('min_max_scaler',
                 MinMaxScaler(copy=True, feature_range=(0, 1))),
                ('FastICA',
                 FastICA(algorithm='deflation', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=5, random_state=None,
                         tol=0.0001, w_init=None, whiten=False)),
                ('KNeighborsRegressor',
                 KNeighborsRegressor(algorithm='ball_tree', leaf_size=30,
                                     metric='minkowski', metric_params=None,
                                     n_jobs=None, n_neighbors=5, p=2,
                                     weights='uniform'))],
         verbose=False)";{'min_max_scaler__feature_range': (0, 1), 'KNeighborsRegressor__weights': 'uniform', 'KNeighborsRegressor__p': 2, 'KNeighborsRegressor__n_neighbors': 5, 'KNeighborsRegressor__algorithm': 'ball_tree', 'FastICA__whiten': False, 'FastICA__n_components': 5, 'FastICA__algorithm': 'deflation'}
ExtraTreeRegressor;63.472942461762564;9227.341154406413;0.0888818333434709;40.85000000000002;9064567;train_test_split 20%;min_max_scaler;FastICA;"[('min_max_scaler', MinMaxScaler(copy=True, feature_range=(0, 1))), ('FastICA', FastICA(algorithm='parallel', fun='logcosh', fun_args=None, max_iter=200,
        n_components=None, random_state=None, tol=0.0001, w_init=None,
        whiten=True)), ('ExtraTreeRegressor', ExtraTreeRegressor(ccp_alpha=0.0, criterion='mse', max_depth=None,
                   max_features='auto', max_leaf_nodes=None,
                   min_impurity_decrease=0.0, min_impurity_split=None,
                   min_samples_leaf=1, min_samples_split=2,
                   min_weight_fraction_leaf=0.0, random_state=None,
                   splitter='random'))]";{'min_max_scaler__feature_range': [(0, 1), (1, 10), (1, 100)], 'FastICA__n_components': [None, 3, 5, 7, 9, 11, 13], 'FastICA__algorithm': ('parallel', 'deflation'), 'FastICA__whiten': [True, False], 'ExtraTreeRegressor__criterion': ('mse', 'mae'), 'ExtraTreeRegressor__max_features': ('auto', 'sqrt', 'log2')};27;12;4;"Pipeline(memory=None,
         steps=[('min_max_scaler',
                 MinMaxScaler(copy=True, feature_range=(0, 1))),
                ('FastICA',
                 FastICA(algorithm='deflation', fun='logcosh', fun_args=None,
                         max_iter=200, n_components=5, random_state=None,
                         tol=0.0001, w_init=None, whiten=True)),
                ('ExtraTreeRegressor',
                 ExtraTreeRegressor(ccp_alpha=0.0, criterion='mae',
                                    max_depth=None, max_features='sqrt',
                                    max_leaf_nodes=None,
                                    min_impurity_decrease=0.0,
                                    min_impurity_split=None, min_samples_leaf=1,
                                    min_samples_split=2,
                                    min_weight_fraction_leaf=0.0,
                                    random_state=None, splitter='random'))],
         verbose=False)";{'min_max_scaler__feature_range': (0, 1), 'FastICA__whiten': True, 'FastICA__n_components': 5, 'FastICA__algorithm': 'deflation', 'ExtraTreeRegressor__max_features': 'sqrt', 'ExtraTreeRegressor__criterion': 'mae'}
RandomForestRegressor;59.32050983248361;8236.611998834669;0.07178922914091093;37.49000000000001;9091060;train_test_split 20%;standard_scaler;nmf;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('RandomForestRegressor', RandomForestRegressor(bootstrap=True, ccp_alpha=0.0, criterion='mse',
                      max_depth=None, max_features='auto', max_leaf_nodes=None,
                      max_samples=None, min_impurity_decrease=0.0,
                      min_impurity_split=None, min_samples_leaf=1,
                      min_samples_split=2, min_weight_fraction_leaf=0.0,
                      n_estimators=100, n_jobs=None, oob_score=False,
                      random_state=None, verbose=0, warm_start=False))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'RandomForestRegressor__n_estimators': [5, 10, 15], 'RandomForestRegressor__criterion': ('mse', 'mae'), 'RandomForestRegressor__max_features': ('auto', 'sqrt', 'log2'), 'RandomForestRegressor__bootstrap': [True, False], 'RandomForestRegressor__warm_start': [True, False]};42;38;5;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=False, with_std=False)),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='random',
                     l1_ratio=0.0, max_iter=200, n_components=3,
                     random_state=None, shuffle=False, solver='cd', tol=0.0001,
                     verbose=0)),
                ('RandomForestRegressor',
                 RandomForestRegressor(bootstrap=False, ccp_alpha=0.0,
                                       criterion='mae', max_depth=None,
                                       max_features='auto', max_leaf_nodes=None,
                                       max_samples=None,
                                       min_impurity_decrease=0.0,
                                       min_impurity_split=None,
                                       min_samples_leaf=1, min_samples_split=2,
                                       min_weight_fraction_leaf=0.0,
                                       n_estimators=5, n_jobs=None,
                                       oob_score=False, random_state=None,
                                       verbose=0, warm_start=True))],
         verbose=False)";{'standard_scaler__with_std': False, 'standard_scaler__with_mean': False, 'nmf__solver': 'cd', 'nmf__n_components': 3, 'nmf__init': 'random', 'RandomForestRegressor__warm_start': True, 'RandomForestRegressor__n_estimators': 5, 'RandomForestRegressor__max_features': 'auto', 'RandomForestRegressor__criterion': 'mae', 'RandomForestRegressor__bootstrap': False}
ExtraTreesRegressor;58.98852148579753;8296.383848215586;0.22919679378877544;37.84;2670653;train_test_split 20%;standard_scaler;nmf;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('ExtraTreesRegressor', ExtraTreesRegressor(bootstrap=False, ccp_alpha=0.0, criterion='mse',
                    max_depth=None, max_features='auto', max_leaf_nodes=None,
                    max_samples=None, min_impurity_decrease=0.0,
                    min_impurity_split=None, min_samples_leaf=1,
                    min_samples_split=2, min_weight_fraction_leaf=0.0,
                    n_estimators=100, n_jobs=None, oob_score=False,
                    random_state=None, verbose=0, warm_start=False))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'ExtraTreesRegressor__n_estimators': [5, 10, 15], 'ExtraTreesRegressor__criterion': ('mse', 'mae'), 'ExtraTreesRegressor__max_features': ('auto', 'sqrt', 'log2'), 'ExtraTreesRegressor__bootstrap': [True, False], 'ExtraTreesRegressor__warm_start': [True, False]};42;7;7;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=False, with_std=False)),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvda',
                     l1_ratio=0.0, max_iter=200, n_components=7,
                     random_state=None, shuffle=False, solver='mu', tol=0.0001,
                     verbose=0)),
                ('ExtraTreesRegressor',
                 ExtraTreesRegressor(bootstrap=False, ccp_alpha=0.0,
                                     criterion='mae', max_depth=None,
                                     max_features='auto', max_leaf_nodes=None,
                                     max_samples=None,
                                     min_impurity_decrease=0.0,
                                     min_impurity_split=None,
                                     min_samples_leaf=1, min_samples_split=2,
                                     min_weight_fraction_leaf=0.0,
                                     n_estimators=5, n_jobs=None,
                                     oob_score=False, random_state=None,
                                     verbose=0, warm_start=False))],
         verbose=False)";{'standard_scaler__with_std': False, 'standard_scaler__with_mean': False, 'nmf__solver': 'mu', 'nmf__n_components': 7, 'nmf__init': 'nndsvda', 'ExtraTreesRegressor__warm_start': False, 'ExtraTreesRegressor__n_estimators': 5, 'ExtraTreesRegressor__max_features': 'auto', 'ExtraTreesRegressor__criterion': 'mae', 'ExtraTreesRegressor__bootstrap': False}
BaggingRegressor;56.905804806991995;8552.979052439912;0.7581038531713244;35.359999999999985;2625956;train_test_split 20%;standard_scaler;nmf;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('BaggingRegressor', BaggingRegressor(base_estimator=None, bootstrap=True, bootstrap_features=False,
                 max_features=1.0, max_samples=1.0, n_estimators=10,
                 n_jobs=None, oob_score=False, random_state=None, verbose=0,
                 warm_start=False))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'BaggingRegressor__n_estimators': [5, 10, 15], 'BaggingRegressor__bootstrap': [True, False], 'BaggingRegressor__warm_start': [True, False]};42;17;4;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=False, with_std=True)),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvdar',
                     l1_ratio=0.0, max_iter=200, n_components=3,
                     random_state=None, shuffle=False, solver='mu', tol=0.0001,
                     verbose=0)),
                ('BaggingRegressor',
                 BaggingRegressor(base_estimator=None, bootstrap=True,
                                  bootstrap_features=False, max_features=1.0,
                                  max_samples=1.0, n_estimators=5, n_jobs=None,
                                  oob_score=False, random_state=None, verbose=0,
                                  warm_start=False))],
         verbose=False)";{'standard_scaler__with_std': True, 'standard_scaler__with_mean': False, 'nmf__solver': 'mu', 'nmf__n_components': 3, 'nmf__init': 'nndsvdar', 'BaggingRegressor__warm_start': False, 'BaggingRegressor__n_estimators': 5, 'BaggingRegressor__bootstrap': True}
PassiveAggressiveRegressor;49.34545343172425;5232.155265373131;0.5203937496858778;33.923901225452816;922333;train_test_split 20%;standard_scaler;nmf;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('PassiveAggressiveRegressor', PassiveAggressiveRegressor(C=1.0, average=False, early_stopping=False,
                           epsilon=0.1, fit_intercept=True,
                           loss='epsilon_insensitive', max_iter=1000,
                           n_iter_no_change=5, random_state=None, shuffle=True,
                           tol=0.001, validation_fraction=0.1, verbose=0,
                           warm_start=False))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'PassiveAggressiveRegressor__max_iter': [500, 1000, 1500], 'PassiveAggressiveRegressor__fit_intercept': [True, False], 'PassiveAggressiveRegressor__early_stopping': [True, False], 'PassiveAggressiveRegressor__shuffle': [True, False], 'PassiveAggressiveRegressor__warm_start': [True, False]};42;41;3;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=False, with_std=True)),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='random',
                     l1_ratio=0.0, max_iter=200, n_components=9,
                     random_state=None, shuffle=False, solver='cd', tol=0.0001,
                     verbose=0)),
                ('PassiveAggressiveRegressor',
                 PassiveAggressiveRegressor(C=1.0, average=False,
                                            early_stopping=True, epsilon=0.1,
                                            fit_intercept=False,
                                            loss='epsilon_insensitive',
                                            max_iter=1000, n_iter_no_change=5,
                                            random_state=None, shuffle=False,
                                            tol=0.001, validation_fraction=0.1,
                                            verbose=0, warm_start=True))],
         verbose=False)";{'standard_scaler__with_std': True, 'standard_scaler__with_mean': False, 'nmf__solver': 'cd', 'nmf__n_components': 9, 'nmf__init': 'random', 'PassiveAggressiveRegressor__warm_start': True, 'PassiveAggressiveRegressor__shuffle': False, 'PassiveAggressiveRegressor__max_iter': 1000, 'PassiveAggressiveRegressor__fit_intercept': False, 'PassiveAggressiveRegressor__early_stopping': True}
TheilSenRegressor;50.84873692323946;5871.395508900247;0.7098045410799855;33.88854077541532;2613342;train_test_split 20%;standard_scaler;nmf;"[('standard_scaler', StandardScaler(copy=True, with_mean=True, with_std=True)), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('TheilSenRegressor', TheilSenRegressor(copy_X=True, fit_intercept=True, max_iter=300,
                  max_subpopulation=10000, n_jobs=None, n_subsamples=None,
                  random_state=None, tol=0.001, verbose=False))]";{'standard_scaler__with_mean': [True, False], 'standard_scaler__with_std': [True, False], 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'TheilSenRegressor__fit_intercept': [True, False], 'TheilSenRegressor__max_iter': [150, 300, 450]};42;42;5;"Pipeline(memory=None,
         steps=[('standard_scaler',
                 StandardScaler(copy=True, with_mean=False, with_std=True)),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvdar',
                     l1_ratio=0.0, max_iter=200, n_components=None,
                     random_state=None, shuffle=False, solver='mu', tol=0.0001,
                     verbose=0)),
                ('TheilSenRegressor',
                 TheilSenRegressor(copy_X=True, fit_intercept=False,
                                   max_iter=450, max_subpopulation=10000,
                                   n_jobs=None, n_subsamples=None,
                                   random_state=None, tol=0.001,
                                   verbose=False))],
         verbose=False)";{'standard_scaler__with_std': True, 'standard_scaler__with_mean': False, 'nmf__solver': 'mu', 'nmf__n_components': None, 'nmf__init': 'nndsvdar', 'TheilSenRegressor__max_iter': 450, 'TheilSenRegressor__fit_intercept': False}
